mlogloss,merror,validation_1_mlogloss,validation_1_merror
1.556016459515909,0.2820121951219512,1.564764324484802,0.3597560975609756
1.508303438744894,0.21189024390243902,1.5282585141135425,0.36585365853658536
1.460697739226062,0.16310975609756098,1.4924182579284762,0.2682926829268293
1.4203593229375235,0.15701219512195122,1.4595670816374988,0.2926829268292683
1.3801125882238876,0.15396341463414634,1.4267758429050446,0.31097560975609756
1.3379084600544557,0.1402439024390244,1.39131051156579,0.27439024390243905
1.2960795031451597,0.1448170731707317,1.356452746362221,0.2865853658536585
1.2598062243948622,0.13719512195121952,1.3252538577085589,0.24390243902439024
1.2262329021241607,0.13414634146341464,1.2968675850368128,0.23170731707317074
1.1921586621461846,0.13109756097560976,1.2678870078994007,0.25
1.1646033118410808,0.12652439024390244,1.2475579475484244,0.23780487804878048
1.1353437297227906,0.11585365853658537,1.2244645935006258,0.22560975609756098
1.105872808978325,0.11432926829268293,1.199541582203493,0.21341463414634146
1.0769975181759857,0.11280487804878049,1.1780528273524307,0.2073170731707317
1.0524521944362943,0.11128048780487805,1.160435429070054,0.21341463414634146
1.026966953422965,0.11432926829268293,1.1412713153333198,0.20121951219512196
1.004075323935689,0.11890243902439024,1.1245602238469008,0.21951219512195122
0.9813531010252673,0.10518292682926829,1.1071156448707349,0.21341463414634146
0.9576319938570987,0.10670731707317073,1.087042888490165,0.2073170731707317
0.9383584896965724,0.10518292682926829,1.0713187732347629,0.2073170731707317
0.9205895455145254,0.10518292682926829,1.0599882144753525,0.21341463414634146
0.900474332454728,0.09451219512195122,1.0444652427260468,0.2073170731707317
0.8804520927823898,0.09146341463414634,1.0280673645618486,0.2073170731707317
0.8626361802765509,0.09146341463414634,1.0150921337488221,0.2073170731707317
0.8443042605933619,0.09298780487804878,1.0013033820361625,0.21341463414634146
0.8291621732911686,0.09146341463414634,0.9889415958669128,0.21341463414634146
0.8118294778211814,0.08689024390243902,0.9760614032062088,0.21341463414634146
0.7953931968204859,0.08841463414634146,0.9629136820028468,0.2073170731707317
0.7798836523348965,0.08536585365853659,0.9506729588639445,0.21341463414634146
0.7654195140774657,0.08689024390243902,0.9405857646247235,0.2073170731707317
0.7496260463646273,0.07926829268292683,0.9275962550465654,0.20121951219512196
0.7352445368632311,0.08536585365853659,0.9174707880834254,0.20121951219512196
0.7228590959637631,0.08079268292682927,0.906940395148789,0.1951219512195122
0.7103536291184221,0.07774390243902439,0.8983810207829243,0.20121951219512196
0.6975646188437212,0.07926829268292683,0.8890024421782028,0.2073170731707317
0.6847003248815493,0.07926829268292683,0.8793464475652066,0.2073170731707317
0.6734132300153738,0.07774390243902439,0.8714417422690043,0.2073170731707317
0.6622345383483462,0.07774390243902439,0.8629985854211377,0.2073170731707317
0.6515018716908809,0.07774390243902439,0.8550025845264516,0.2073170731707317
0.6410231305649732,0.07469512195121951,0.847140997012214,0.20121951219512196
0.6301144730390572,0.07164634146341463,0.8388719297036892,0.1951219512195122
0.6200636875384101,0.07164634146341463,0.8315415257906041,0.1951219512195122
0.6116194395212139,0.07469512195121951,0.8246563220532929,0.1951219512195122
0.6025833407780383,0.07317073170731707,0.8176606147572761,0.20121951219512196
0.5934436560676593,0.07317073170731707,0.8111112109589868,0.20121951219512196
0.5833922233659683,0.07317073170731707,0.803530369044804,0.1951219512195122
0.5737246472115923,0.07164634146341463,0.79625198672094,0.1951219512195122
0.5646325179671006,0.06859756097560976,0.7900497575358647,0.20121951219512196
0.557082300619563,0.06554878048780488,0.7840761913032066,0.20121951219512196
0.548058323289563,0.06402439024390244,0.7772915532312742,0.20121951219512196
0.5396285657884508,0.06554878048780488,0.7708098992887067,0.20121951219512196
0.5317272729035921,0.06554878048780488,0.765748765228725,0.20121951219512196
0.5247252594520587,0.06097560975609756,0.761502462189372,0.1951219512195122
0.5178089382513086,0.0625,0.7576651847580584,0.18902439024390244
0.5093111896819276,0.0625,0.7533063776336792,0.18902439024390244
0.5005676823259309,0.05792682926829269,0.7467241166386662,0.18902439024390244
0.49273346949414143,0.05792682926829269,0.7406237748247094,0.18292682926829268
0.48556628016891273,0.05487804878048781,0.7356453712847901,0.18292682926829268
0.47814888294740787,0.05792682926829269,0.7299946932712706,0.18292682926829268
0.4718867165218221,0.05945121951219512,0.7267462175975485,0.18292682926829268
0.4658029669918483,0.05945121951219512,0.7234684376091491,0.17682926829268292
0.459468477257959,0.05792682926829269,0.7203511188215599,0.17682926829268292
0.45178971517967376,0.05792682926829269,0.7142132601541716,0.18292682926829268
0.44545372953729295,0.05792682926829269,0.7104188392347679,0.17682926829268292
0.43953149856590645,0.05792682926829269,0.7060668285390953,0.17682926829268292
0.43410509636216776,0.05640243902439025,0.7016016084973405,0.16463414634146342
0.4276110445512686,0.05335365853658536,0.6961347078223054,0.16463414634146342
0.42186154410379323,0.05182926829268292,0.6906769239320988,0.16463414634146342
0.4166665900748496,0.05182926829268292,0.688624902105913,0.16463414634146342
0.4110218658191493,0.05030487804878049,0.6836156310377325,0.16463414634146342
0.40643010170357985,0.05335365853658536,0.6797099062128038,0.16463414634146342
0.4001409537669998,0.05487804878048781,0.6768368762895102,0.16463414634146342
0.3953367010349544,0.05487804878048781,0.6740802994861108,0.16463414634146342
0.3907811470818138,0.05182926829268292,0.6714603314857658,0.16463414634146342
0.3849972445608639,0.05030487804878049,0.6666014052745772,0.16463414634146342
0.37971678820847554,0.05030487804878049,0.6633530828374915,0.16463414634146342
0.37468467479594414,0.05030487804878049,0.6603401048881251,0.16463414634146342
0.3702161750960641,0.05030487804878049,0.6577098711689071,0.16463414634146342
0.3665134778598369,0.04878048780487805,0.6549291459888946,0.16463414634146342
0.3619726884474115,0.04878048780487805,0.6531846957599244,0.16463414634146342
0.3574740524437824,0.0426829268292683,0.6500323282600176,0.16463414634146342
0.3532126253788791,0.04420731707317073,0.6464652487917281,0.16463414634146342
0.34918993331560094,0.04115853658536586,0.6431082351950974,0.16463414634146342
0.3452451030848684,0.0426829268292683,0.6399498036040402,0.17073170731707318
0.34135723945957314,0.04115853658536586,0.6382376920522713,0.17073170731707318
0.33692539820061407,0.03810975609756097,0.6363430852070451,0.17073170731707318
0.3328709112389422,0.03658536585365853,0.6346212773379393,0.17073170731707318
0.32916586621800753,0.03658536585365853,0.633238864403854,0.17073170731707318
0.3253756892958247,0.03810975609756097,0.631918484049781,0.17073170731707318
0.3217135600223229,0.03658536585365853,0.63074724421632,0.17073170731707318
0.31707480923477105,0.03658536585365853,0.6267411811958726,0.17073170731707318
0.3132748637496062,0.0350609756097561,0.6242847552341295,0.17073170731707318
0.3095084935818549,0.03353658536585366,0.6222668652672593,0.17073170731707318
0.3061199995132572,0.03353658536585366,0.6215163335749289,0.16463414634146342
0.301570896845788,0.03201219512195122,0.617907416938645,0.17073170731707318
0.29833371007939935,0.03048780487804878,0.6163276328319093,0.17073170731707318
